,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date
73,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,7.2万円,7000円,7.2万円,7.2万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000086084035/?bc=100359038256,2024-02-19
74,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,7.3万円,7000円,7.3万円,7.3万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857401/?bc=100363111438,2024-02-19
75,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,6階,7.4万円,7000円,7.4万円,7.4万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857402/?bc=100362331086,2024-02-19
76,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,7階,7.6万円,7000円,7.6万円,7.6万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857404/?bc=100365011737,2024-02-19
77,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,7.6万円,7000円,7.6万円,7.6万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857405/?bc=100358413711,2024-02-19
78,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,7.7万円,7000円,7.7万円,7.7万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087963431/?bc=100362331030,2024-02-19
79,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,7.8万円,7000円,7.8万円,7.8万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857406/?bc=100358283169,2024-02-19
80,賃貸マンション,地下鉄桜通線 桜山駅 9階建 新築,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,7.9万円,7000円,7.9万円,7.9万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087857407/?bc=100365869343,2024-02-19
81,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,3階,6.9万円,7000円,6.9万円,6.9万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000086034183/?bc=100362059295,2024-02-19
82,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,3階,7.1万円,7000円,7.1万円,7.1万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842850/?bc=100360473111,2024-02-19
83,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,7.3万円,7000円,7.3万円,7.3万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842852/?bc=100350793606,2024-02-19
84,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,6階,7.3万円,7000円,7.3万円,7.3万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087141930/?bc=100362059160,2024-02-19
85,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,6階,7.4万円,7000円,7.4万円,7.4万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842853/?bc=100365011741,2024-02-19
86,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,7階,7.6万円,7000円,7.6万円,7.6万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842855/?bc=100350544411,2024-02-19
87,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,7.6万円,7000円,7.6万円,7.6万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842856/?bc=100366992859,2024-02-19
88,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,7.7万円,7000円,7.7万円,7.7万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842857/?bc=100361026941,2024-02-19
89,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,2階,7.8万円,7000円,7.8万円,7.8万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141924/?bc=100359973636,2024-02-19
90,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,7.8万円,7000円,7.8万円,7.8万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842858/?bc=100365869348,2024-02-19
91,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,7.9万円,7000円,7.9万円,7.9万円,1K,27.72m2,https://suumo.jp/chintai/jnc_000087842859/?bc=100350790457,2024-02-19
92,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,4階,8万円,7000円,8万円,8万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141926/?bc=100359973432,2024-02-19
93,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,5階,8.1万円,7000円,8.1万円,8.1万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141927/?bc=100359973365,2024-02-19
94,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,7階,8.3万円,7000円,8.3万円,8.3万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141931/?bc=100359973514,2024-02-19
95,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,8階,8.4万円,7000円,8.4万円,8.4万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141934/?bc=100359973522,2024-02-19
96,賃貸マンション,スリーアイランドタワー桜山,愛知県名古屋市昭和区広見町４,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩16分,地下鉄鶴舞線/御器所駅 歩17分,新築,9階建,9階,8.6万円,7000円,8.6万円,8.6万円,1LDK,29.88m2,https://suumo.jp/chintai/jnc_000087141937/?bc=100359973729,2024-02-19
97,賃貸アパート,エトワール桜山II,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/御器所駅 歩18分,築3年,3階建,1階,9.4万円,6000円,-,9.4万円,1LDK,50.31m2,https://suumo.jp/chintai/jnc_000069257091/?bc=100364814374,2024-02-19
98,賃貸アパート,エトワール桜山II,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩8分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/御器所駅 歩18分,築3年,3階建,3階,10.2万円,6000円,-,10.2万円,1LDK,50.31m2,https://suumo.jp/chintai/jnc_000078250954/?bc=100364814367,2024-02-19
99,賃貸マンション,グレイスコート桜山,愛知県名古屋市昭和区丸屋町６,地下鉄桜通線/桜山駅 歩5分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩14分,築17年,6階建,6階,12万円,10000円,-,-,1LDK,49.17m2,https://suumo.jp/chintai/jnc_000088289280/?bc=100365148579,2024-02-19
100,賃貸マンション,グレイスコート桜山,愛知県名古屋市昭和区丸屋町６,地下鉄桜通線/桜山駅 歩5分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩14分,築17年,6階建,6階,13万円,10000円,-,-,2LDK,66.35m2,https://suumo.jp/chintai/jnc_000088289279/?bc=100366573645,2024-02-19
101,賃貸マンション,ＨＹマンション,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/荒畑駅 歩15分,ＪＲ東海道本線/金山駅 歩33分,築17年,6階建,2階,5.3万円,6000円,-,-,1K,24.96m2,https://suumo.jp/chintai/jnc_000072348060/?bc=100347233762,2024-02-19
102,賃貸マンション,ＨＹマンション,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/荒畑駅 歩15分,ＪＲ東海道本線/金山駅 歩33分,築17年,6階建,6階,5.9万円,6000円,5.9万円,-,1K,24.96m2,https://suumo.jp/chintai/jnc_000014018704/?bc=100351845074,2024-02-19
103,賃貸マンション,ＨＹマンション,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/荒畑駅 歩15分,ＪＲ東海道本線/金山駅 歩33分,築17年,6階建,6階,6.2万円,6000円,6.2万円,-,1DK,30.79m2,https://suumo.jp/chintai/jnc_000052811395/?bc=100322534934,2024-02-19
104,賃貸マンション,ＨＹマンション,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩9分,地下鉄鶴舞線/荒畑駅 歩15分,ＪＲ東海道本線/金山駅 歩33分,築17年,6階建,6階,6.2万円,6000円,6.2万円,-,1K,24.62m2,https://suumo.jp/chintai/jnc_000083455659/?bc=100334649723,2024-02-19
105,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築17年,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,築17年,6階建,2階,5.3万円,6000円,-,-,1K,24.96m2,https://suumo.jp/chintai/jnc_000072355128/?bc=100362164090,2024-02-19
106,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築17年,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,築17年,6階建,4階,5.7万円,6000円,-,-,1K,24.96m2,https://suumo.jp/chintai/jnc_000082036310/?bc=100328291782,2024-02-19
107,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築17年,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,築17年,6階建,6階,5.9万円,6000円,5.9万円,-,1K,24.96m2,https://suumo.jp/chintai/jnc_000020353934/?bc=100353868492,2024-02-19
108,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築17年,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,築17年,6階建,6階,6.2万円,6000円,6.2万円,-,1DK,30.79m2,https://suumo.jp/chintai/jnc_000052816305/?bc=100328291742,2024-02-19
109,賃貸マンション,地下鉄桜通線 桜山駅 6階建 築17年,愛知県名古屋市昭和区広見町１,地下鉄桜通線/桜山駅 歩7分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/瑞穂区役所駅 歩17分,築17年,6階建,6階,6.2万円,6000円,6.2万円,-,1K,24.62m2,https://suumo.jp/chintai/jnc_000083622314/?bc=100335458053,2024-02-19
110,賃貸マンション,地下鉄桜通線 桜山駅 11階建 築30年,愛知県名古屋市瑞穂区洲雲町４,地下鉄桜通線/桜山駅 歩3分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄桜通線/御器所駅 歩14分,築30年,11階建,3階,3万円,6000円,-,-,1K,17.08m2,https://suumo.jp/chintai/jnc_000088026550/?bc=100363433215,2024-02-19
111,賃貸マンション,プリミエール塩付通,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩15分,築20年,3階建,1階,5.4万円,3800円,-,-,1K,31.5m2,https://suumo.jp/chintai/jnc_000051644462/?bc=100283198050,2024-02-19
112,賃貸マンション,アミーハイツ,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩15分,築37年,3階建,2階,3万円,2000円,-,-,1K,18m2,https://suumo.jp/chintai/jnc_000078056352/?bc=100361665339,2024-02-19
113,賃貸マンション,アミーハイツ,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩15分,築37年,3階建,2階,3万円,2000円,-,-,1K,18m2,https://suumo.jp/chintai/jnc_000078056353/?bc=100361574985,2024-02-19
114,賃貸マンション,アミーハイツ,愛知県名古屋市瑞穂区洲雲町２,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂区役所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩15分,築37年,3階建,3階,3万円,2000円,-,-,1K,18m2,https://suumo.jp/chintai/jnc_000086425752/?bc=100353294876,2024-02-19
115,賃貸マンション,地下鉄桜通線 桜山駅 12階建 築4年,愛知県名古屋市昭和区広見町６,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩14分,築4年,12階建,6階,7.3万円,6000円,-,-,1K,29.44m2,https://suumo.jp/chintai/jnc_000088439617/?bc=100366104468,2024-02-19
116,賃貸マンション,地下鉄桜通線 桜山駅 12階建 築4年,愛知県名古屋市昭和区広見町６,地下鉄桜通線/桜山駅 歩2分,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄鶴舞線/御器所駅 歩14分,築4年,12階建,9階,7.5万円,6000円,-,-,1K,29.44m2,https://suumo.jp/chintai/jnc_000064442614/?bc=100366104471,2024-02-19
117,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,4階,4.4万円,3000円,-,-,1K,27m2,https://suumo.jp/chintai/jnc_000088529781/?bc=100342670172,2024-02-19
118,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,1階,4.4万円,3000円,8.8万円,-,1K,24.75m2,https://suumo.jp/chintai/jnc_000018840185/?bc=100309511110,2024-02-19
119,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,1階,4.4万円,3000円,-,-,1K,24.75m2,https://suumo.jp/chintai/jnc_000050461832/?bc=100358385880,2024-02-19
120,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,4階,4.7万円,3000円,-,-,1K,25m2,https://suumo.jp/chintai/jnc_000080334771/?bc=100327086165,2024-02-19
121,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,4階,4.9万円,3000円,-,-,1K,24.75m2,https://suumo.jp/chintai/jnc_000085732971/?bc=100358385885,2024-02-19
122,賃貸マンション,明治館,愛知県名古屋市瑞穂区亀城町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄鶴舞線/荒畑駅 歩20分,築28年,4階建,4階,4.9万円,3000円,14.7万円,-,1K,25m2,https://suumo.jp/chintai/jnc_000054476936/?bc=100365695147,2024-02-19
123,賃貸マンション,オープンレジデンシア桜山ヒルズ,愛知県名古屋市昭和区滝子町,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/御器所駅 歩23分,築3年,4階建,4階,14.5万円,8000円,29万円,14.5万円,3LDK,64.78m2,https://suumo.jp/chintai/jnc_000088384275/?bc=100354614221,2024-02-19
124,賃貸マンション,オープンレジデンシア桜山ヒルズ,愛知県名古屋市昭和区滝子町,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/御器所駅 歩23分,築3年,4階建,4階,15.5万円,8000円,31万円,15.5万円,3LDK,64.78m2,https://suumo.jp/chintai/jnc_000085789466/?bc=100366943220,2024-02-19
125,賃貸マンション,シャンブル平野,愛知県名古屋市昭和区石仏町２,地下鉄鶴舞線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/川名駅 歩15分,築27年,4階建,3階,5万円,3000円,-,-,1K,30.18m2,https://suumo.jp/chintai/jnc_000074377357/?bc=100282474641,2024-02-19
126,賃貸マンション,シャンブル平野,愛知県名古屋市昭和区石仏町２,地下鉄鶴舞線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/川名駅 歩15分,築27年,4階建,4階,5.2万円,3000円,-,-,1K,30.18m2,https://suumo.jp/chintai/jnc_000061162786/?bc=100199166735,2024-02-19
